series,episode,baker,baker_last_name,signature_bake,show_stopper,technical,result,baker_age,baker_occupation,hometown
2,3,Jo,Wheatley,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper",Unknown,3,IN,41,Housewife,"Ongar, Essex"
2,3,Mary-Anne,Boermans,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,5,IN,45,Housewife,"Kidderminster, Worcestershire"
2,3,Robert,Billington,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls,4,IN,25,Photographer,London
2,3,Urvashi,Roe,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,9,OUT,40,Head of Marketing,"Enfield, London"
2,3,Yasmin,Limbert,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls",2,STAR BAKER,43,Childminder,"West Kirby, The Wirral"
2,4,Ben,Frazer,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,31,Graphic Designer,Northampton
2,4,Holly,Bell,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",3,STAR BAKER,31,Advertising executive,Leicester
2,4,Janet,Basu,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",4,IN,63,Teacher of Modern Languages,"Formby, Liverpool"
2,4,Jason,White,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",1,STAR BAKER,19,Civil Engineering Student,Croydon
2,4,Jo,Wheatley,Lavender Biscuits,Blueberry MacaronsCoconut MacaronsStrawberry Macarons,5,OUT,41,Housewife,"Ongar, Essex"
2,4,Mary-Anne,Boermans,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,2,IN,45,Housewife,"Kidderminster, Worcestershire"
2,4,Robert,Billington,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,7,IN,25,Photographer,London
2,4,Yasmin,Limbert,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,6,IN,43,Childminder,"West Kirby, The Wirral"
2,5,Holly,Bell,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,4,IN,31,Advertising executive,Leicester
2,5,Janet,Basu,Chicken and Chestnut Pie,Rhubarb Meringue Pie,1,STAR BAKER,63,Teacher of Modern Languages,"Formby, Liverpool"
2,5,Jason,White,Brown Down Chicken Pie,Plum Meringue Pie,7,OUT,19,Civil Engineering Student,Croydon
2,5,Jo,Wheatley,Salmon and Asparagus Pie,Apple and Raspberry Meringue Pie,NA,NA,41,Housewife,"Ongar, Essex"
2,5,Mary-Anne,Boermans,Chicken and Bacon Pie,Midnight Meringue,2,IN,45,Housewife,"Kidderminster, Worcestershire"
2,5,Robert,Billington,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,3,OUT,25,Photographer,London
2,5,Yasmin,Limbert,Family Fish Pie,Peach and Raspberry Meringue Pie,5,IN,43,Childminder,"West Kirby, The Wirral"
2,6,Holly,Bell,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche,3,IN,31,Advertising executive,Leicester
2,6,Janet,Basu,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche,5,IN,63,Teacher of Modern Languages,"Formby, Liverpool"
2,6,Jo,Wheatley,Rum and Raisin Baked Cheesecake,Limoncello and White Chocolate Croquembouche,NA,NA,41,Housewife,"Ongar, Essex"
2,6,Mary-Anne,Boermans,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,4,IN,45,Housewife,"Kidderminster, Worcestershire"
2,6,Yasmin,Limbert,Baked Amaretto Cheesecake,Rose Croquembouche,2,OUT,43,Childminder,"West Kirby, The Wirral"
2,7,Holly,Bell,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",1,IN,31,Advertising executive,Leicester
2,7,Janet,Basu,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat,4,OUT,63,Teacher of Modern Languages,"Formby, Liverpool"
2,7,Jo,Wheatley,Raspberry & Strawberry Mousse Cake,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries,NA,NA,41,Housewife,"Ongar, Essex"
2,7,Mary-Anne,Boermans,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,2,IN,45,Housewife,"Kidderminster, Worcestershire"
2,8,Holly,Bell,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,2,Runner-up,31,Advertising executive,Leicester
2,8,Jo,Wheatley,Raspberry and Blueberry Mille Feuille,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse",NA,NA,41,Housewife,"Ongar, Essex"
2,8,Mary-Anne,Boermans,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,3,Runner-up,45,Housewife,"Kidderminster, Worcestershire"
3,1,Brendan,Lynch,"Plum, Sour Cherry & Walnut",UNKNOWN,10,IN,63,Recruitment consultant,Sutton Coldfield
3,1,Cathryn,Dresser,"Apple, Hazelnut and Calvados",Hidden Cupcake Cake,5,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,1,Danny,Bryden,"Plum, Ginger & Orange",UNKNOWN,7,IN,45,Intensive care consultant,Sheffield
3,1,James,Morton,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake",2,IN,21,Medical student,"Hillswick, Shetland Islands"
3,1,John,Whaite,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,11,IN,22,Law student,Wigan
3,1,Manisha,Parmar,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,6,IN,27,Nursery nurse,Leicester
3,1,Natasha,Stringer,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,12,OUT,36,Midwife,"Tamworth, Staffordshire"
3,1,Peter,Maloney,"Pear, Muscat & Chocolate",Jubilee Cake,3,IN,43,Sales manager,"Windsor, Berkshire"
3,1,Ryan,Chong,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,8,IN,38,Photographer,Bristol
3,1,Sarah-Jane,Willis,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,1,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,1,Stuart,Marston-Smith,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,9,IN,26,PE teacher,"Lichfield, Staffordshire"
3,1,Victoria,Chester,Pear and Pecan,Blackbird Pie Cake,4,STAR BAKER,50,CEO of the charity Plantlife,Somerset
3,2,Brendan,Lynch,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",4,IN,63,Recruitment consultant,Sutton Coldfield
3,2,Cathryn,Dresser,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",8,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,2,Danny,Bryden,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN,3,IN,45,Intensive care consultant,Sheffield
3,2,James,Morton,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",2,IN,21,Medical student,"Hillswick, Shetland Islands"
3,2,John,Whaite,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",1,STAR BAKER,22,Law student,Wigan
3,2,Manisha,Parmar,Indian FlatbreadsItalian Flatbreads,UNKNOWN,6,IN,27,Nursery nurse,Leicester
3,2,Peter,Maloney,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",11,OUT,43,Sales manager,"Windsor, Berkshire"
3,2,Ryan,Chong,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",5,IN,38,Photographer,Bristol
3,2,Sarah-Jane,Willis,Toasted Coconut and Lime RotisOatcakes,UNKNOWN,10,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,2,Stuart,Marston-Smith,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",9,IN,26,PE teacher,"Lichfield, Staffordshire"
3,2,Victoria,Chester,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",7,IN,50,CEO of the charity Plantlife,Somerset
3,3,Brendan,Lynch,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart",9,IN,63,Recruitment consultant,Sutton Coldfield
3,3,Cathryn,Dresser,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart",3,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,3,Danny,Bryden,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart",2,IN,45,Intensive care consultant,Sheffield
3,3,James,Morton,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart",1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands"
3,3,John,Whaite,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",6,IN,22,Law student,Wigan
3,3,Manisha,Parmar,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,10,IN,27,Nursery nurse,Leicester
3,3,Ryan,Chong,Spiced Pear Tarte Tatin,UNKNOWN,5,IN,38,Photographer,Bristol
3,3,Sarah-Jane,Willis,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,8,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,3,Stuart,Marston-Smith,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,7,IN,26,PE teacher,"Lichfield, Staffordshire"
3,3,Victoria,Chester,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,4,OUT,50,CEO of the charity Plantlife,Somerset
3,4,Brendan,Lynch,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise",1,STAR BAKER,63,Recruitment consultant,Sutton Coldfield
3,4,Cathryn,Dresser,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue",3,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,4,Danny,Bryden,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",2,IN,45,Intensive care consultant,Sheffield
3,4,James,Morton,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",5,IN,21,Medical student,"Hillswick, Shetland Islands"
3,4,John,Whaite,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,6,IN,22,Law student,Wigan
3,4,Manisha,Parmar,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,9,IN,27,Nursery nurse,Leicester
3,4,Ryan,Chong,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",7,IN,38,Photographer,Bristol
3,4,Sarah-Jane,Willis,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,4,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,4,Stuart,Marston-Smith,Black Forest Torte,Choca Blocka Mocha Meringue,8,OUT,26,PE teacher,"Lichfield, Staffordshire"
3,5,Brendan,Lynch,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie,3,IN,63,Recruitment consultant,Sutton Coldfield
3,5,Cathryn,Dresser,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie,1,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,5,Danny,Bryden,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie,7,IN,45,Intensive care consultant,Sheffield
3,5,James,Morton,Four Pig Wellington,Sweet Potato Pie,6,IN,21,Medical student,"Hillswick, Shetland Islands"
3,5,John,Whaite,Venison and Haggis Wellington,Star-Spangled Pecan Pie,2,IN,22,Law student,Wigan
3,5,Manisha,Parmar,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,5,OUT,27,Nursery nurse,Leicester
3,5,Ryan,Chong,Curry Spiced Seabass Wellington,Key Lime Pie,8,STAR BAKER,38,Photographer,Bristol
3,5,Sarah-Jane,Willis,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,4,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,6,Brendan,Lynch,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel",1,STAR BAKER,63,Recruitment consultant,Sutton Coldfield
3,6,Cathryn,Dresser,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel,3,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,6,Danny,Bryden,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel",2,IN,45,Intensive care consultant,Sheffield
3,6,James,Morton,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",7,IN,21,Medical student,"Hillswick, Shetland Islands"
3,6,John,Whaite,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,5,IN,22,Law student,Wigan
3,6,Ryan,Chong,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",6,IN,38,Photographer,Bristol
3,6,Sarah-Jane,Willis,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,4,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,7,Brendan,Lynch,Chelsea Bunskis,Black Forest Christmas Stollen,4,IN,63,Recruitment consultant,Sutton Coldfield
3,7,Cathryn,Dresser,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche,5,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,7,Danny,Bryden,Bakewell Chelsea Buns,European Christmas Wreath,2,STAR BAKER,45,Intensive care consultant,Sheffield
3,7,James,Morton,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,1,IN,21,Medical student,"Hillswick, Shetland Islands"
3,7,John,Whaite,Cherry and Almond Saffron Buns,Marzipan Stollen,3,IN,22,Law student,Wigan
3,7,Ryan,Chong,Lardy Cakes,Char Siu Bao,6,OUT,38,Photographer,Bristol
3,7,Sarah-Jane,Willis,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,7,OUT,28,Vicar's wife,"Bewbush, West Sussex"
3,8,Brendan,Lynch,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House,2,IN,63,Recruitment consultant,Sutton Coldfield
3,8,Cathryn,Dresser,Cheese and Pickle Crackers,Gingerbread Buckingham Palace,5,OUT,27,Shop assistant,"Pease Pottage, West Sussex"
3,8,Danny,Bryden,Spiced Almond Drinks Crackers,Gingerbread Big Ben,4,IN,45,Intensive care consultant,Sheffield
3,8,James,Morton,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands"
3,8,John,Whaite,Asian Spice Crackers,Gingerbread Roman Coliseum,3,IN,22,Law student,Wigan
3,9,Brendan,Lynch,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,3,IN,63,Recruitment consultant,Sutton Coldfield
3,9,Danny,Bryden,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,4,OUT,45,Intensive care consultant,Sheffield
3,9,James,Morton,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands"
3,9,John,Whaite,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,2,IN,22,Law student,Wigan
3,10,Brendan,Lynch,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,2,Runner-up,63,Recruitment consultant,Sutton Coldfield
3,10,James,Morton,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,1,Runner-up,21,Medical student,"Hillswick, Shetland Islands"
3,10,John,Whaite,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,2,WINNER,22,Law student,Wigan
4,1,Ali,Imdad,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",11,IN,25,Charity worker,"Saltley, Birmingham"
4,1,Beca,Lyne-Pirkis,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,8,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,1,Christine,Wallace,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,3,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,1,Deborah,Manger,Pineapple Cake,'Coffee Time',9,IN,51,Dentist,Peterborough
4,1,Frances,Quinn,Giant Jam Sandwich,Secret Squirrel Cake,7,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,1,Glenn,Cosby,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake,4,IN,37,English Teacher,"Teignmouth, Devon"
4,1,Howard,Middleton,Passion Fruit and Coconut Cake,Black Forest Revisited,6,IN,51,Council Worker,Sheffield
4,1,Kimberley,Wilson,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",10,IN,30,Psychologist,London
4,1,Lucy,Bellamy,Timperley Early Cake,Thyme 'Wildwood' Cake,2,IN,38,Horticulturist,"Grimsby, Lincolnshire"
4,1,Mark,Onley,Lemon and Poppy Seed Cake,Chocolate Monster,5,IN,37,Carpenter and Kitchen Fitter,Milton Keynes
4,1,Robert,Smart,Pecan and Apple Cake,Raspberry Chocolate Cake,1,STAR BAKER,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,1,Ruby,Tandoh,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,12,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,1,Toby,Waterworth,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,13,OUT,30,Web Programmer,"Reading, Berkshire"
4,2,Ali,Imdad,Italian Grissini,Sweet and Savoury Yin Yang Bread,9,IN,25,Charity worker,"Saltley, Birmingham"
4,2,Beca,Lyne-Pirkis,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,11,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,2,Christine,Wallace,Mediterranean Breadsticks with Oregano,Double Plaited Loaf,4,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,2,Deborah,Manger,Fennel & Chilli Breadsticks,Walnut Fleur Loaf,8,IN,51,Dentist,Peterborough
4,2,Frances,Quinn,Giant Matchsticks,Sailor's Knot,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,2,Glenn,Cosby,Rosemary and Parmesan Grissini,Harvest Crown,7,IN,37,English Teacher,"Teignmouth, Devon"
4,2,Howard,Middleton,Moroccan Breadsticks,Picasso Sun Bread,10,IN,51,Council Worker,Sheffield
4,2,Kimberley,Wilson,Nigella Seed and Parmesan Breadsticks,Peace Bread,1,IN,30,Psychologist,London
4,2,Lucy,Bellamy,Grissini with Salt,Roast Tomato Bread,12,OUT,38,Horticulturist,"Grimsby, Lincolnshire"
4,2,Mark,Onley,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,6,IN,37,Carpenter and Kitchen Fitter,Milton Keynes
4,2,Robert,Smart,Twisty Rye Bread Sticks,Tribute Loaf,5,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,2,Ruby,Tandoh,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,3,STAR BAKER,20,History of Art and Philosophy Student,"Southend, Essex"
4,3,Ali,Imdad,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,5,IN,25,Charity worker,"Saltley, Birmingham"
4,3,Beca,Lyne-Pirkis,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,10,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,3,Christine,Wallace,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels,4,STAR BAKER,66,Director of an engraving company,"Didcot, Oxfordshire"
4,3,Deborah,Manger,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies,9,OUT,51,Dentist,Peterborough
4,3,Frances,Quinn,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,8,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,3,Glenn,Cosby,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers,1,IN,37,English Teacher,"Teignmouth, Devon"
4,3,Howard,Middleton,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,7,IN,51,Council Worker,Sheffield
4,3,Kimberley,Wilson,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,6,IN,30,Psychologist,London
4,3,Mark,Onley,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,11,OUT,37,Carpenter and Kitchen Fitter,Milton Keynes
4,3,Robert,Smart,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,2,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,3,Ruby,Tandoh,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,3,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,4,Ali,Imdad,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",8,OUT,25,Charity worker,"Saltley, Birmingham"
4,4,Beca,Lyne-Pirkis,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,2,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,4,Christine,Wallace,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese,7,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,4,Frances,Quinn,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie,1,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,4,Glenn,Cosby,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese),9,IN,37,English Teacher,"Teignmouth, Devon"
4,4,Howard,Middleton,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan,5,IN,51,Council Worker,Sheffield
4,4,Kimberley,Wilson,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",4,STAR BAKER,30,Psychologist,London
4,4,Robert,Smart,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,3,IN,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,4,Ruby,Tandoh,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",6,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,5,Beca,Lyne-Pirkis,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,5,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,5,Christine,Wallace,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower,1,STAR BAKER,66,Director of an engraving company,"Didcot, Oxfordshire"
4,5,Frances,Quinn,Millionaire Banoffee Bonus,Biscuit Buttons and Beads,3,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,5,Glenn,Cosby,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter,2,IN,37,English Teacher,"Teignmouth, Devon"
4,5,Howard,Middleton,Breakfast Traybake,Japanese Pagoda Tea Tower,8,IN,51,Council Worker,Sheffield
4,5,Kimberley,Wilson,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,7,IN,30,Psychologist,London
4,5,Robert,Smart,Blueberry & Orange Traybake,Dalek,4,OUT,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,5,Ruby,Tandoh,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,6,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,6,Beca,Lyne-Pirkis,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,6,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,6,Christine,Wallace,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød,4,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,6,Frances,Quinn,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,6,Glenn,Cosby,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen,5,IN,37,English Teacher,"Teignmouth, Devon"
4,6,Howard,Middleton,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken,7,OUT,51,Council Worker,Sheffield
4,6,Kimberley,Wilson,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,3,IN,30,Psychologist,London
4,6,Ruby,Tandoh,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,1,STAR BAKER,20,History of Art and Philosophy Student,"Southend, Essex"
4,7,Beca,Lyne-Pirkis,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,1,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,7,Christine,Wallace,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,6,IN,66,Director of an engraving company,"Didcot, Oxfordshire"
4,7,Frances,Quinn,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,5,STAR BAKER,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,7,Glenn,Cosby,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,3,OUT,37,English Teacher,"Teignmouth, Devon"
4,7,Kimberley,Wilson,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",4,IN,30,Psychologist,London
